model,method,dataset,position,layer,seed,K,lambda_k,max_overlap
llama2_7b,L_conf+a1,cities,period,15,6,128,0.9288667067348322,0.6908355644126214
llama2_7b,L_conf+a1,cities,period,15,7,1,0.7190922947624594,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,7,2,0.7664046819927127,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,7,4,0.8584470549360588,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,7,8,0.8680997152443918,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,7,16,0.8839260131871094,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,7,32,0.900739303229875,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,7,64,0.9163883273697624,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,7,128,0.9367980767581253,0.7190922947624594
llama2_7b,L_conf+a1,cities,period,15,8,1,0.7106339663148904,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,8,2,0.7696935945396142,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,8,4,0.828772888530392,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,8,8,0.8490894280378445,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,8,16,0.8645396077601718,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,8,32,0.8786132195507965,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,8,64,0.8938286157204345,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,8,128,0.9155131282830706,0.7106339663148904
llama2_7b,L_conf+a1,cities,period,15,9,1,0.7121423028150916,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,9,2,0.7708764717952955,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,9,4,0.8299484362371841,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,9,8,0.8502080258170625,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,9,16,0.8654477583502205,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,9,32,0.8793148365614554,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,9,64,0.8944312325216532,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,9,128,0.9159281130912537,0.7121423028150916
llama2_7b,L_conf+a1,cities,period,15,10,1,0.7461656296512712,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,10,2,0.7888774962088497,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,10,4,0.8135599371774612,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,10,8,0.8312405937191173,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,10,16,0.8736925184501038,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,10,32,0.9029872420522624,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,10,64,0.9199517061282733,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,10,128,0.9353400953391836,0.7461656296512712
llama2_7b,L_conf+a1,cities,period,15,11,1,0.7108973220303395,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,11,2,0.7705863173179179,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,11,4,0.829016643932942,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,11,8,0.8489670111882035,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,11,16,0.8651893916464585,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,11,32,0.8798673313446598,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,11,64,0.8951768199428453,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,11,128,0.9168756441947091,0.7108973220303395
llama2_7b,L_conf+a1,cities,period,15,12,1,0.7100744097571374,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,12,2,0.7449649483825781,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,12,4,0.800384411493258,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,12,8,0.8292890670326295,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,12,16,0.8600829671923587,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,12,32,0.8762265430673868,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,12,64,0.8933616037013248,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,12,128,0.9130228700677409,0.7100744097571374
llama2_7b,L_conf+a1,cities,period,15,13,1,0.7126014852454479,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,13,2,0.7714056097664219,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,13,4,0.8303402353769599,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,13,8,0.8505129861170116,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,13,16,0.8657923698006477,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,13,32,0.8797210119177599,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,13,64,0.8948369947292446,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,13,128,0.9163003517558805,0.7126014852454479
llama2_7b,L_conf+a1,cities,period,15,14,1,0.7530138966824806,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,14,2,0.776777307077913,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,14,4,0.7862254254227142,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,14,8,0.8052288632576778,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,14,16,0.842716239858319,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,14,32,0.8688240951726726,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,14,64,0.8859114081432621,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,14,128,0.9100339513177074,0.7530138966824806
llama2_7b,L_conf+a1,cities,period,15,15,1,0.6804055471789408,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,15,2,0.7282244240951136,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,15,4,0.8369003603931443,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,15,8,0.8511467340371159,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,15,16,0.871739166337143,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,15,32,0.8887742847382875,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,15,64,0.9081522835982041,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,15,128,0.9296560345771889,0.6804055471789408
llama2_7b,L_conf+a1,cities,period,15,16,1,0.6798530565448638,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,16,2,0.7058626505194113,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,16,4,0.8091530293868051,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,16,8,0.846368781183248,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,16,16,0.8720180749011037,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,16,32,0.8841767751299475,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,16,64,0.9056575664522568,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,16,128,0.9266629167349034,0.6798530565448638
llama2_7b,L_conf+a1,cities,period,15,17,1,0.7124050016104094,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,17,2,0.7710332651156434,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,17,4,0.8301411985314788,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,17,8,0.8504095303515766,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,17,16,0.8655915630777347,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,17,32,0.8793888515370851,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,17,64,0.894478984436335,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,17,128,0.9159349353405563,0.7124050016104094
llama2_7b,L_conf+a1,cities,period,15,18,1,0.656193984477934,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,18,2,0.673131546454313,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,18,4,0.7668545260882342,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,18,8,0.8098470732459219,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,18,16,0.8299633729474188,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,18,32,0.861892134060626,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,18,64,0.8882667311451189,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,18,128,0.9118178928747033,0.656193984477934
llama2_7b,L_conf+a1,cities,period,15,19,1,0.7701597412984832,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,19,2,0.785636706008267,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,19,4,0.8052470315012134,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,19,8,0.8509205295901885,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,19,16,0.870507517519107,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,19,32,0.9002032745896817,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,19,64,0.9153052182390726,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,19,128,0.9348899141244295,0.7701597412984832
llama2_7b,L_conf+a1,cities,period,15,20,1,0.7201257218325572,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,20,2,0.7435317966518058,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,20,4,0.799524667236995,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,20,8,0.8496807886210256,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,20,16,0.8729036508452483,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,20,32,0.9049204825108746,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,20,64,0.9197106229150254,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,20,128,0.9382158924898176,0.7201257218325572
llama2_7b,L_conf+a1,cities,period,15,21,1,0.7117625613094635,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,21,2,0.7710759381040853,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,21,4,0.8297157228520612,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,21,8,0.8497581913855105,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,21,16,0.8655005131534481,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,21,32,0.879835520622243,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,21,64,0.8950604326199602,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,21,128,0.9166552377521697,0.7117625613094635
llama2_7b,L_conf+a1,cities,period,15,22,1,0.7085801813326669,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,22,2,0.768079339516729,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,22,4,0.8271621906987625,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,22,8,0.8475512225162174,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,22,16,0.8633232989364711,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,22,32,0.8776852520057031,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,22,64,0.8930329973291175,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,22,128,0.9149672925254762,0.7085801813326669
llama2_7b,L_conf+a1,cities,period,15,23,1,0.7107156251169727,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,23,2,0.7701262197243672,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,23,4,0.8288813522442829,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,23,8,0.8490201567091549,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,23,16,0.8648068433021301,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,23,32,0.879181440171779,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,23,64,0.8944532505786189,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,23,128,0.916163062377381,0.7107156251169727
llama2_7b,L_conf+a1,cities,period,15,24,1,0.716986994122204,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,24,2,0.7649806777021045,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,24,4,0.857575203466105,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,24,8,0.8669262166842577,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,24,16,0.8806918646800943,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,24,32,0.8977967592641276,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,24,64,0.9130907473796107,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,24,128,0.9339306375009986,0.716986994122204
llama2_7b,L_conf+a1,cities,period,15,25,1,0.711728085104579,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,25,2,0.7710273246966302,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,25,4,0.8296874601318228,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,25,8,0.8497420925439391,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,25,16,0.8654641870832676,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,25,32,0.8797842512822907,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,25,64,0.895008079140018,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,25,128,0.9166058715018168,0.711728085104579
llama2_7b,L_conf+a1,cities,period,15,26,1,0.7181951792557147,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,26,2,0.7662494828595027,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,26,4,0.8578939601054067,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,26,8,0.867379452967303,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,26,16,0.8821869832477623,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,26,32,0.899888230718418,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,26,64,0.9155505367841916,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,26,128,0.9362755440314178,0.7181951792557147
llama2_7b,L_conf+a1,cities,period,15,27,1,0.7114193223100215,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,27,2,0.7599811536666629,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,27,4,0.8538872328951385,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,27,8,0.8634245278065144,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,27,16,0.8775546348663977,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,27,32,0.8950683924038897,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,27,64,0.9107091730555448,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,27,128,0.9321465683469777,0.7114193223100215
llama2_7b,L_conf+a1,cities,period,15,28,1,0.712484613452773,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,28,2,0.7699160808425515,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,28,4,0.8291720701807724,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,28,8,0.8490381124956549,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,28,16,0.866387172361277,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,28,32,0.8799915352861952,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,28,64,0.8956209313554285,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,28,128,0.9166308228782358,0.712484613452773
llama2_7b,L_conf+a1,cities,period,15,29,1,0.7662727386225369,0.7662727386225369
llama2_7b,L_conf+a1,cities,period,15,29,2,0.781819946612633,0.7662727386225369
llama2_7b,L_conf+a1,cities,period,15,29,4,0.8016512044653823,0.7662727386225369
llama2_7b,L_conf+a1,cities,period,15,29,8,0.8481064033931834,0.7662727386225369
llama2_7b,L_conf+a1,cities,period,15,29,16,0.8681073357714071,0.7662727386225369
llama2_7b,L_conf+a1,cities,period,15,29,32,0.8983657030699066,0.7662727386225369
llama2_7b,L_conf+a1,cities,period,15,29,64,0.9137590180148846,0.7662727386225369
llama2_7b,L_conf+a1,cities,period,15,29,128,0.9337051341106939,0.7662727386225369
llama2_7b,CCS,comparisons,answer,15,0,1,0.005282310614741418,0.005282310614741418
llama2_7b,CCS,comparisons,answer,15,0,2,0.010104866477475523,0.008614262655445255
llama2_7b,CCS,comparisons,answer,15,0,4,0.01888761943195903,0.013066348426342144
llama2_7b,CCS,comparisons,answer,15,0,8,0.01943713156386849,0.013066348426342144
llama2_7b,CCS,comparisons,answer,15,0,16,0.0738004304872199,0.06186877244416468
llama2_7b,CCS,comparisons,answer,15,0,32,0.7637240672665744,0.3054518728792687
llama2_7b,CCS,comparisons,answer,15,0,64,0.827241564405524,0.3054518728792687
llama2_7b,CCS,comparisons,answer,15,0,128,0.8756725556040041,0.3054518728792687
llama2_7b,CCS,comparisons,answer,15,1,1,0.004215300045997359,0.004215300045997359
llama2_7b,CCS,comparisons,answer,15,1,2,0.010372837121696976,0.00947771045535099
llama2_7b,CCS,comparisons,answer,15,1,4,0.018906864775726905,0.01272989055903363
llama2_7b,CCS,comparisons,answer,15,1,8,0.01965069513114706,0.01272989055903363
llama2_7b,CCS,comparisons,answer,15,1,16,0.07459663751334296,0.06232921204881063
llama2_7b,CCS,comparisons,answer,15,1,32,0.7577005137781104,0.307594174219233
llama2_7b,CCS,comparisons,answer,15,1,64,0.8206772915231199,0.307594174219233
llama2_7b,CCS,comparisons,answer,15,1,128,0.8715663801093996,0.307594174219233
llama2_7b,CCS,comparisons,answer,15,2,1,0.004172751571823891,0.004172751571823891
llama2_7b,CCS,comparisons,answer,15,2,2,0.010075730233805955,0.009171067771217954
llama2_7b,CCS,comparisons,answer,15,2,4,0.01770227529773008,0.011351946284502543
llama2_7b,CCS,comparisons,answer,15,2,8,0.018586217066503794,0.011351946284502543
llama2_7b,CCS,comparisons,answer,15,2,16,0.07536053956226096,0.06356564210539434
llama2_7b,CCS,comparisons,answer,15,2,32,0.7543666424263292,0.3048795787008571
llama2_7b,CCS,comparisons,answer,15,2,64,0.8205141182537112,0.3048795787008571
llama2_7b,CCS,comparisons,answer,15,2,128,0.8713357082900164,0.3048795787008571
llama2_7b,CCS,comparisons,answer,15,3,1,0.004369178565849958,0.004369178565849958
llama2_7b,CCS,comparisons,answer,15,3,2,0.010797029218698382,0.009873505892495528
llama2_7b,CCS,comparisons,answer,15,3,4,0.018607097031458752,0.011900904527697605
llama2_7b,CCS,comparisons,answer,15,3,8,0.019405870740802928,0.011900904527697605
llama2_7b,CCS,comparisons,answer,15,3,16,0.07467351366417739,0.06270541113056709
llama2_7b,CCS,comparisons,answer,15,3,32,0.7564574550712806,0.30617053295754143
llama2_7b,CCS,comparisons,answer,15,3,64,0.8217866309931382,0.30617053295754143
llama2_7b,CCS,comparisons,answer,15,3,128,0.8722971429474861,0.30617053295754143
llama2_7b,CCS,comparisons,answer,15,4,1,0.0035704370761497827,0.0035704370761497827
llama2_7b,CCS,comparisons,answer,15,4,2,0.010177112774253906,0.009530246770421899
llama2_7b,CCS,comparisons,answer,15,4,4,0.017847268759407113,0.011422056462175551
llama2_7b,CCS,comparisons,answer,15,4,8,0.01891476758306275,0.011422056462175551
llama2_7b,CCS,comparisons,answer,15,4,16,0.07454993841411098,0.06262498069847376
llama2_7b,CCS,comparisons,answer,15,4,32,0.7553841717500532,0.3084684492420415
llama2_7b,CCS,comparisons,answer,15,4,64,0.8191062457421882,0.3084684492420415
llama2_7b,CCS,comparisons,answer,15,4,128,0.8722498155951779,0.3084684492420415
llama2_7b,CCS,comparisons,answer,15,5,1,0.005030463507977713,0.005030463507977713
llama2_7b,CCS,comparisons,answer,15,5,2,0.010946039861855425,0.009721636979039718
llama2_7b,CCS,comparisons,answer,15,5,4,0.01884725149084998,0.01247084162927772
llama2_7b,CCS,comparisons,answer,15,5,8,0.019671733128764766,0.01247084162927772
llama2_7b,CCS,comparisons,answer,15,5,16,0.07420462831938818,0.062144515439917655
llama2_7b,CCS,comparisons,answer,15,5,32,0.752845804298304,0.3053660654843575
llama2_7b,CCS,comparisons,answer,15,5,64,0.8172433156748123,0.3053660654843575
llama2_7b,CCS,comparisons,answer,15,5,128,0.8694248993856932,0.3053660654843575
llama2_7b,CCS,comparisons,answer,15,6,1,0.004548878538618148,0.004548878538618148
llama2_7b,CCS,comparisons,answer,15,6,2,0.01062519656799769,0.00960221360674137
llama2_7b,CCS,comparisons,answer,15,6,4,0.019443839145949625,0.012997550843385493
llama2_7b,CCS,comparisons,answer,15,6,8,0.02022111336354127,0.012997550843385493
llama2_7b,CCS,comparisons,answer,15,6,16,0.07651113147604677,0.06421764553234031
llama2_7b,CCS,comparisons,answer,15,6,32,0.7649878710373123,0.31029674398443613
llama2_7b,CCS,comparisons,answer,15,6,64,0.8293191452811387,0.31029674398443613
llama2_7b,CCS,comparisons,answer,15,6,128,0.8785905816603438,0.31029674398443613
llama2_7b,CCS,comparisons,answer,15,7,1,0.004161556893003545,0.004161556893003545
llama2_7b,CCS,comparisons,answer,15,7,2,0.009232532224145162,0.008241425574266475
llama2_7b,CCS,comparisons,answer,15,7,4,0.017497160989032454,0.012190279343962168
llama2_7b,CCS,comparisons,answer,15,7,8,0.01832038593229668,0.012190279343962168
llama2_7b,CCS,comparisons,answer,15,7,16,0.07436274549856517,0.06283106327965363
llama2_7b,CCS,comparisons,answer,15,7,32,0.7556610926289759,0.3043091745739101
llama2_7b,CCS,comparisons,answer,15,7,64,0.8204141503445089,0.3043091745739101
llama2_7b,CCS,comparisons,answer,15,7,128,0.8720139852438107,0.3043091745739101
llama2_7b,CCS,comparisons,answer,15,8,1,0.004940660948040972,0.004940660948040972
llama2_7b,CCS,comparisons,answer,15,8,2,0.010759188912752224,0.009557720201846948
llama2_7b,CCS,comparisons,answer,15,8,4,0.01835418942229231,0.011770365423613661
llama2_7b,CCS,comparisons,answer,15,8,8,0.019046014274983796,0.011770365423613661
llama2_7b,CCS,comparisons,answer,15,8,16,0.0716522326995028,0.06003100429085949
llama2_7b,CCS,comparisons,answer,15,8,32,0.757007313659015,0.30694769873830663
llama2_7b,CCS,comparisons,answer,15,8,64,0.8206764080583857,0.30694769873830663
llama2_7b,CCS,comparisons,answer,15,8,128,0.8712105656252449,0.30694769873830663
llama2_7b,CCS,comparisons,answer,15,9,1,0.004901970506227787,0.004901970506227787
llama2_7b,CCS,comparisons,answer,15,9,2,0.010159609779146513,0.008898783963025642
llama2_7b,CCS,comparisons,answer,15,9,4,0.01805276398581159,0.011823655985055439
llama2_7b,CCS,comparisons,answer,15,9,8,0.018961042613687782,0.011823655985055439
llama2_7b,CCS,comparisons,answer,15,9,16,0.07452697115621851,0.06294858252528446
llama2_7b,CCS,comparisons,answer,15,9,32,0.7580293396104137,0.3057942038921485
llama2_7b,CCS,comparisons,answer,15,9,64,0.8220307759980054,0.3057942038921485
llama2_7b,CCS,comparisons,answer,15,9,128,0.8716920524853166,0.3057942038921485
llama2_7b,CCS,comparisons,answer,15,10,1,0.004909560737334428,0.004909560737334428
llama2_7b,CCS,comparisons,answer,15,10,2,0.010226384848176107,0.008970794860514317
llama2_7b,CCS,comparisons,answer,15,10,4,0.017857609688082105,0.011888497027828007
llama2_7b,CCS,comparisons,answer,15,10,8,0.01847378185461486,0.011888497027828007
llama2_7b,CCS,comparisons,answer,15,10,16,0.07403994403189199,0.06259576822967358
llama2_7b,CCS,comparisons,answer,15,10,32,0.7591256537325765,0.3049033879048674
llama2_7b,CCS,comparisons,answer,15,10,64,0.8230072619220145,0.3049033879048674
llama2_7b,CCS,comparisons,answer,15,10,128,0.8721483891176366,0.3049033879048674
llama2_7b,CCS,comparisons,answer,15,11,1,0.004808294060613515,0.004808294060613515
llama2_7b,CCS,comparisons,answer,15,11,2,0.01150382370353512,0.010450754423900952
llama2_7b,CCS,comparisons,answer,15,11,4,0.01932978953297142,0.012239270769454035
llama2_7b,CCS,comparisons,answer,15,11,8,0.019922451500371488,0.012239270769454035
llama2_7b,CCS,comparisons,answer,15,11,16,0.07447303705463044,0.06212572668853942
llama2_7b,CCS,comparisons,answer,15,11,32,0.7558209145864064,0.3036789730013746
llama2_7b,CCS,comparisons,answer,15,11,64,0.819369380846073,0.3036789730013746
llama2_7b,CCS,comparisons,answer,15,11,128,0.8687658703013453,0.3036789730013746
llama2_7b,CCS,comparisons,answer,15,12,1,0.004541812890504036,0.004541812890504036
llama2_7b,CCS,comparisons,answer,15,12,2,0.01008905450642168,0.009008937590037961
llama2_7b,CCS,comparisons,answer,15,12,4,0.018173857786713574,0.012378117497593662
llama2_7b,CCS,comparisons,answer,15,12,8,0.01900231530778296,0.012378117497593662
llama2_7b,CCS,comparisons,answer,15,12,16,0.07598421100379181,0.06441945196487317
llama2_7b,CCS,comparisons,answer,15,12,32,0.7603918917403455,0.30683708467578513
llama2_7b,CCS,comparisons,answer,15,12,64,0.8262225732794031,0.30683708467578513
llama2_7b,CCS,comparisons,answer,15,12,128,0.8762340403088464,0.30683708467578513
llama2_7b,CCS,comparisons,answer,15,13,1,0.004925191665663219,0.004925191665663219
llama2_7b,CCS,comparisons,answer,15,13,2,0.010363895038029706,0.009118816119199813
llama2_7b,CCS,comparisons,answer,15,13,4,0.01821072221590931,0.011863535214420845
llama2_7b,CCS,comparisons,answer,15,13,8,0.01920192639892896,0.011863535214420845
llama2_7b,CCS,comparisons,answer,15,13,16,0.07552217289148234,0.06329301209845302
llama2_7b,CCS,comparisons,answer,15,13,32,0.7569775385611437,0.30555139477981513
llama2_7b,CCS,comparisons,answer,15,13,64,0.8219692901037885,0.30555139477981513
llama2_7b,CCS,comparisons,answer,15,13,128,0.8719470493389609,0.30555139477981513
llama2_7b,CCS,comparisons,answer,15,14,1,0.004084096600290802,0.004084096600290802
llama2_7b,CCS,comparisons,answer,15,14,2,0.009836725586293876,0.008948816973183758
llama2_7b,CCS,comparisons,answer,15,14,4,0.017341425113182207,0.011620618552544024
llama2_7b,CCS,comparisons,answer,15,14,8,0.017834301127016824,0.011620618552544024
llama2_7b,CCS,comparisons,answer,15,14,16,0.0717016824458692,0.060074738499567175
llama2_7b,CCS,comparisons,answer,15,14,32,0.7565708046360686,0.30493810483945366
llama2_7b,CCS,comparisons,answer,15,14,64,0.8194735486230714,0.30493810483945366
llama2_7b,CCS,comparisons,answer,15,14,128,0.8716089372656608,0.30493810483945366
llama2_7b,CCS,comparisons,answer,15,15,1,0.004760845250229219,0.004760845250229219
llama2_7b,CCS,comparisons,answer,15,15,2,0.010483166374453281,0.00933976068953792
llama2_7b,CCS,comparisons,answer,15,15,4,0.01861083671965328,0.011802973314951873
llama2_7b,CCS,comparisons,answer,15,15,8,0.019412638296667728,0.011802973314951873
llama2_7b,CCS,comparisons,answer,15,15,16,0.07400134424056365,0.06208479667880035
llama2_7b,CCS,comparisons,answer,15,15,32,0.7575379247761862,0.3079296617524146
llama2_7b,CCS,comparisons,answer,15,15,64,0.822359826363193,0.3079296617524146
llama2_7b,CCS,comparisons,answer,15,15,128,0.873217879977192,0.3079296617524146
llama2_7b,CCS,comparisons,answer,15,16,1,0.00425212759845722,0.00425212759845722
llama2_7b,CCS,comparisons,answer,15,16,2,0.010195036876215017,0.009265969339136758
llama2_7b,CCS,comparisons,answer,15,16,4,0.018695195907114704,0.012929957681893681
llama2_7b,CCS,comparisons,answer,15,16,8,0.01951635068271767,0.012929957681893681
llama2_7b,CCS,comparisons,answer,15,16,16,0.07535548871352551,0.06370360174252937
llama2_7b,CCS,comparisons,answer,15,16,32,0.7560145447201704,0.30281036267813954
llama2_7b,CCS,comparisons,answer,15,16,64,0.821085901864943,0.30281036267813954
llama2_7b,CCS,comparisons,answer,15,16,128,0.8723389374238466,0.30281036267813954
llama2_7b,CCS,comparisons,answer,15,17,1,0.004334730011205147,0.004334730011205147
