model,method,dataset,position,layer,seed,K,lambda_k,max_overlap
llama3_8b,CCS,comparisons,answer,15,8,4,0.07338152302377357,0.04066997547383266
llama3_8b,CCS,comparisons,answer,15,8,8,0.1100398901960416,0.059934088733475104
llama3_8b,CCS,comparisons,answer,15,8,16,0.7742454136351617,0.5477581238022378
llama3_8b,CCS,comparisons,answer,15,8,32,0.83111056552171,0.5477581238022378
llama3_8b,CCS,comparisons,answer,15,8,64,0.8634810538709928,0.5477581238022378
llama3_8b,CCS,comparisons,answer,15,8,128,0.8725795224538312,0.5477581238022378
llama3_8b,CCS,comparisons,answer,15,9,1,0.037625266222234284,0.037625266222234284
llama3_8b,CCS,comparisons,answer,15,9,2,0.04846176455627997,0.037625266222234284
llama3_8b,CCS,comparisons,answer,15,9,4,0.07454247096739974,0.0408602508621191
llama3_8b,CCS,comparisons,answer,15,9,8,0.111320298674042,0.060799825086904444
llama3_8b,CCS,comparisons,answer,15,9,16,0.784870283570834,0.5556365286490884
llama3_8b,CCS,comparisons,answer,15,9,32,0.8405783741714269,0.5556365286490884
llama3_8b,CCS,comparisons,answer,15,9,64,0.8752738777439859,0.5556365286490884
llama3_8b,CCS,comparisons,answer,15,9,128,0.8839631000517569,0.5556365286490884
llama3_8b,CCS,comparisons,answer,15,10,1,0.03679085237548696,0.03679085237548696
llama3_8b,CCS,comparisons,answer,15,10,2,0.04818748217984852,0.03679085237548696
llama3_8b,CCS,comparisons,answer,15,10,4,0.07299022628929663,0.04084397928205467
llama3_8b,CCS,comparisons,answer,15,10,8,0.10893915642626971,0.060406533368007366
llama3_8b,CCS,comparisons,answer,15,10,16,0.7697007367073725,0.5438649623298453
llama3_8b,CCS,comparisons,answer,15,10,32,0.8250833932302362,0.5438649623298453
llama3_8b,CCS,comparisons,answer,15,10,64,0.8586114308542466,0.5438649623298453
llama3_8b,CCS,comparisons,answer,15,10,128,0.8691632833137402,0.5438649623298453
llama3_8b,CCS,comparisons,answer,15,11,1,0.037149898190212166,0.037149898190212166
llama3_8b,CCS,comparisons,answer,15,11,2,0.048495603391285204,0.037149898190212166
llama3_8b,CCS,comparisons,answer,15,11,4,0.07351942876830089,0.04114567617862863
llama3_8b,CCS,comparisons,answer,15,11,8,0.11019622495246398,0.05980151722802954
llama3_8b,CCS,comparisons,answer,15,11,16,0.7847162481009322,0.5550966342179613
llama3_8b,CCS,comparisons,answer,15,11,32,0.8402357912940227,0.5550966342179613
llama3_8b,CCS,comparisons,answer,15,11,64,0.8738526405762103,0.5550966342179613
llama3_8b,CCS,comparisons,answer,15,11,128,0.8829876745684511,0.5550966342179613
llama3_8b,CCS,comparisons,answer,15,12,1,0.03716397258279095,0.03716397258279095
llama3_8b,CCS,comparisons,answer,15,12,2,0.04819809174985426,0.03716397258279095
llama3_8b,CCS,comparisons,answer,15,12,4,0.07357172372723075,0.04017786544074208
llama3_8b,CCS,comparisons,answer,15,12,8,0.10738842870587773,0.05805211921441118
llama3_8b,CCS,comparisons,answer,15,12,16,0.7663599688078743,0.5418120254685891
llama3_8b,CCS,comparisons,answer,15,12,32,0.822855897019993,0.5418120254685891
llama3_8b,CCS,comparisons,answer,15,12,64,0.8577097428900533,0.5418120254685891
llama3_8b,CCS,comparisons,answer,15,12,128,0.8684698741684689,0.5418120254685891
llama3_8b,CCS,comparisons,answer,15,13,1,0.03636128882828824,0.03636128882828824
llama3_8b,CCS,comparisons,answer,15,13,2,0.047781975006374745,0.03636128882828824
llama3_8b,CCS,comparisons,answer,15,13,4,0.07265182390785946,0.04107424424503211
llama3_8b,CCS,comparisons,answer,15,13,8,0.1091514534826995,0.0600145089042589
llama3_8b,CCS,comparisons,answer,15,13,16,0.7704354354645153,0.544657562116285
llama3_8b,CCS,comparisons,answer,15,13,32,0.826245467009485,0.544657562116285
llama3_8b,CCS,comparisons,answer,15,13,64,0.8605847570421169,0.544657562116285
llama3_8b,CCS,comparisons,answer,15,13,128,0.8716880587502008,0.544657562116285
llama3_8b,CCS,comparisons,answer,15,14,1,0.036758325713547695,0.036758325713547695
llama3_8b,CCS,comparisons,answer,15,14,2,0.04783023602883825,0.036758325713547695
llama3_8b,CCS,comparisons,answer,15,14,4,0.07217719282877987,0.03954158702256243
llama3_8b,CCS,comparisons,answer,15,14,8,0.10879181630755637,0.059171384790157176
llama3_8b,CCS,comparisons,answer,15,14,16,0.7790409801462346,0.5524137720322169
llama3_8b,CCS,comparisons,answer,15,14,32,0.8352416587755647,0.5524137720322169
llama3_8b,CCS,comparisons,answer,15,14,64,0.8695324297961587,0.5524137720322169
llama3_8b,CCS,comparisons,answer,15,14,128,0.8793166962945589,0.5524137720322169
llama3_8b,CCS,comparisons,answer,15,15,1,0.035829539724367095,0.035829539724367095
llama3_8b,CCS,comparisons,answer,15,15,2,0.04579882083671017,0.035829539724367095
llama3_8b,CCS,comparisons,answer,15,15,4,0.07050724462201668,0.04019163484933018
llama3_8b,CCS,comparisons,answer,15,15,8,0.10669028713153339,0.05786953669432304
llama3_8b,CCS,comparisons,answer,15,15,16,0.7576918588751387,0.5354971792625449
llama3_8b,CCS,comparisons,answer,15,15,32,0.812065178074944,0.5354971792625449
llama3_8b,CCS,comparisons,answer,15,15,64,0.8463710936842651,0.5354971792625449
llama3_8b,CCS,comparisons,answer,15,15,128,0.8581508899123249,0.5354971792625449
llama3_8b,CCS,comparisons,answer,15,16,1,0.038724085760791234,0.038724085760791234
llama3_8b,CCS,comparisons,answer,15,16,2,0.04967523505079056,0.038724085760791234
llama3_8b,CCS,comparisons,answer,15,16,4,0.07615797952913819,0.04311289108395305
llama3_8b,CCS,comparisons,answer,15,16,8,0.11459312600492166,0.06322987242696831
llama3_8b,CCS,comparisons,answer,15,16,16,0.7869049011296356,0.5563523517151489
llama3_8b,CCS,comparisons,answer,15,16,32,0.8429562973209703,0.5563523517151489
llama3_8b,CCS,comparisons,answer,15,16,64,0.875618287434443,0.5563523517151489
llama3_8b,CCS,comparisons,answer,15,16,128,0.8846239859283922,0.5563523517151489
llama3_8b,CCS,comparisons,answer,15,17,1,0.03529474112212614,0.03529474112212614
llama3_8b,CCS,comparisons,answer,15,17,2,0.04631266504925149,0.03529474112212614
llama3_8b,CCS,comparisons,answer,15,17,4,0.07010449275003279,0.03915679933540148
llama3_8b,CCS,comparisons,answer,15,17,8,0.10714646944836877,0.06025842214744059
llama3_8b,CCS,comparisons,answer,15,17,16,0.7593564972650543,0.5392849794696409
llama3_8b,CCS,comparisons,answer,15,17,32,0.8146563348270741,0.5392849794696409
llama3_8b,CCS,comparisons,answer,15,17,64,0.8500901699289842,0.5392849794696409
llama3_8b,CCS,comparisons,answer,15,17,128,0.8615008739757148,0.5392849794696409
llama3_8b,CCS,comparisons,answer,15,18,1,0.03621055913635676,0.03621055913635676
llama3_8b,CCS,comparisons,answer,15,18,2,0.047341473359259895,0.03621055913635676
llama3_8b,CCS,comparisons,answer,15,18,4,0.0725284131329132,0.04232751676903778
llama3_8b,CCS,comparisons,answer,15,18,8,0.10866119079237038,0.05992535900727684
llama3_8b,CCS,comparisons,answer,15,18,16,0.7682432933427434,0.5429730091424726
llama3_8b,CCS,comparisons,answer,15,18,32,0.8246723778564166,0.5429730091424726
llama3_8b,CCS,comparisons,answer,15,18,64,0.8592971006580451,0.5429730091424726
llama3_8b,CCS,comparisons,answer,15,18,128,0.8705007230124315,0.5429730091424726
llama3_8b,CCS,comparisons,answer,15,19,1,0.036709932707639184,0.036709932707639184
llama3_8b,CCS,comparisons,answer,15,19,2,0.04804414150821438,0.036709932707639184
llama3_8b,CCS,comparisons,answer,15,19,4,0.07317280480231303,0.04098743563442393
llama3_8b,CCS,comparisons,answer,15,19,8,0.10972843839971497,0.06008138096707322
llama3_8b,CCS,comparisons,answer,15,19,16,0.7781429349102007,0.5505841185874693
llama3_8b,CCS,comparisons,answer,15,19,32,0.8335756326973086,0.5505841185874693
llama3_8b,CCS,comparisons,answer,15,19,64,0.8677589403182365,0.5505841185874693
llama3_8b,CCS,comparisons,answer,15,19,128,0.8771099516092333,0.5505841185874693
llama3_8b,CCS,comparisons,answer,15,20,1,0.03601493991730712,0.03601493991730712
llama3_8b,CCS,comparisons,answer,15,20,2,0.0470510478062727,0.03601493991730712
llama3_8b,CCS,comparisons,answer,15,20,4,0.07178503130060829,0.041282028537597305
llama3_8b,CCS,comparisons,answer,15,20,8,0.10769342734184764,0.0593327800900441
llama3_8b,CCS,comparisons,answer,15,20,16,0.7616390029713808,0.5382510136746402
llama3_8b,CCS,comparisons,answer,15,20,32,0.8180884872229323,0.5382510136746402
llama3_8b,CCS,comparisons,answer,15,20,64,0.8520076520228037,0.5382510136746402
llama3_8b,CCS,comparisons,answer,15,20,128,0.8630816881284858,0.5382510136746402
llama3_8b,CCS,comparisons,answer,15,21,1,0.036370104241717764,0.036370104241717764
llama3_8b,CCS,comparisons,answer,15,21,2,0.04622582610001387,0.036370104241717764
llama3_8b,CCS,comparisons,answer,15,21,4,0.071843745677268,0.04179714626549349
llama3_8b,CCS,comparisons,answer,15,21,8,0.10824769886375146,0.05978126064021081
llama3_8b,CCS,comparisons,answer,15,21,16,0.7678602173332258,0.5442101293380692
llama3_8b,CCS,comparisons,answer,15,21,32,0.8222691877901563,0.5442101293380692
llama3_8b,CCS,comparisons,answer,15,21,64,0.8559497142769487,0.5442101293380692
llama3_8b,CCS,comparisons,answer,15,21,128,0.8666478722947663,0.5442101293380692
llama3_8b,CCS,comparisons,answer,15,22,1,0.0365675317328549,0.0365675317328549
llama3_8b,CCS,comparisons,answer,15,22,2,0.048055363007926434,0.0365675317328549
llama3_8b,CCS,comparisons,answer,15,22,4,0.07327656009859866,0.0413548324188893
llama3_8b,CCS,comparisons,answer,15,22,8,0.11031384040447179,0.06109100098717582
llama3_8b,CCS,comparisons,answer,15,22,16,0.7783526989244435,0.5508951589232579
llama3_8b,CCS,comparisons,answer,15,22,32,0.8341779259999934,0.5508951589232579
llama3_8b,CCS,comparisons,answer,15,22,64,0.8676421463887525,0.5508951589232579
llama3_8b,CCS,comparisons,answer,15,22,128,0.8777454451657493,0.5508951589232579
llama3_8b,CCS,comparisons,answer,15,23,1,0.03523328646285722,0.03523328646285722
llama3_8b,CCS,comparisons,answer,15,23,2,0.04612447304787168,0.03523328646285722
llama3_8b,CCS,comparisons,answer,15,23,4,0.07139411342379622,0.04042956658623716
llama3_8b,CCS,comparisons,answer,15,23,8,0.10768729440209938,0.059162938933386325
llama3_8b,CCS,comparisons,answer,15,23,16,0.7659002504542908,0.5423920447657594
llama3_8b,CCS,comparisons,answer,15,23,32,0.8210109114697716,0.5423920447657594
llama3_8b,CCS,comparisons,answer,15,23,64,0.8544927665668985,0.5423920447657594
llama3_8b,CCS,comparisons,answer,15,23,128,0.865276688909782,0.5423920447657594
llama3_8b,CCS,comparisons,answer,15,24,1,0.03733343987607334,0.03733343987607334
llama3_8b,CCS,comparisons,answer,15,24,2,0.04849593117586164,0.03733343987607334
llama3_8b,CCS,comparisons,answer,15,24,4,0.07372788309938968,0.04122697881158478
llama3_8b,CCS,comparisons,answer,15,24,8,0.11076540696505606,0.0613363309583726
llama3_8b,CCS,comparisons,answer,15,24,16,0.776883698245721,0.5491632771894206
llama3_8b,CCS,comparisons,answer,15,24,32,0.8323021707603764,0.5491632771894206
llama3_8b,CCS,comparisons,answer,15,24,64,0.8662657963061825,0.5491632771894206
llama3_8b,CCS,comparisons,answer,15,24,128,0.8754660797983964,0.5491632771894206
llama3_8b,CCS,comparisons,answer,15,25,1,0.03645257042997538,0.03645257042997538
llama3_8b,CCS,comparisons,answer,15,25,2,0.0479148133322879,0.03645257042997538
llama3_8b,CCS,comparisons,answer,15,25,4,0.07255227873643387,0.04102424117471985
llama3_8b,CCS,comparisons,answer,15,25,8,0.1093141449903078,0.061035330376500344
llama3_8b,CCS,comparisons,answer,15,25,16,0.7655505148282855,0.5401442757432271
llama3_8b,CCS,comparisons,answer,15,25,32,0.8200700463735834,0.5401442757432271
llama3_8b,CCS,comparisons,answer,15,25,64,0.8548111640332389,0.5401442757432271
llama3_8b,CCS,comparisons,answer,15,25,128,0.8653218862664197,0.5401442757432271
llama3_8b,CCS,comparisons,answer,15,26,1,0.03585725696608494,0.03585725696608494
llama3_8b,CCS,comparisons,answer,15,26,2,0.04773415396360159,0.03585725696608494
llama3_8b,CCS,comparisons,answer,15,26,4,0.07218261677936554,0.04062236002952006
llama3_8b,CCS,comparisons,answer,15,26,8,0.10775637817837291,0.05957758709994845
llama3_8b,CCS,comparisons,answer,15,26,16,0.7649390121346618,0.5411416249450041
llama3_8b,CCS,comparisons,answer,15,26,32,0.8204531719095784,0.5411416249450041
llama3_8b,CCS,comparisons,answer,15,26,64,0.856361474475081,0.5411416249450041
llama3_8b,CCS,comparisons,answer,15,26,128,0.8673471744750466,0.5411416249450041
llama3_8b,CCS,comparisons,answer,15,27,1,0.038544762672490594,0.038544762672490594
llama3_8b,CCS,comparisons,answer,15,27,2,0.04961760461847867,0.038544762672490594
llama3_8b,CCS,comparisons,answer,15,27,4,0.07437009182173682,0.04009866713013863
llama3_8b,CCS,comparisons,answer,15,27,8,0.11196007576979149,0.061633720336891705
llama3_8b,CCS,comparisons,answer,15,27,16,0.7843209656156187,0.5553693013371118
llama3_8b,CCS,comparisons,answer,15,27,32,0.8406597846727835,0.5553693013371118
llama3_8b,CCS,comparisons,answer,15,27,64,0.874118797965626,0.5553693013371118
llama3_8b,CCS,comparisons,answer,15,27,128,0.8828552755409874,0.5553693013371118
llama3_8b,CCS,comparisons,answer,15,28,1,0.03740670825273078,0.03740670825273078
llama3_8b,CCS,comparisons,answer,15,28,2,0.04923134798293178,0.03740670825273078
llama3_8b,CCS,comparisons,answer,15,28,4,0.07522313106959753,0.04152223765619741
llama3_8b,CCS,comparisons,answer,15,28,8,0.11177557642174743,0.06090377468628248
llama3_8b,CCS,comparisons,answer,15,28,16,0.7782415376972386,0.5516200994013164
llama3_8b,CCS,comparisons,answer,15,28,32,0.8323865966007385,0.5516200994013164
llama3_8b,CCS,comparisons,answer,15,28,64,0.8651588118423081,0.5516200994013164
llama3_8b,CCS,comparisons,answer,15,28,128,0.8750953522829898,0.5516200994013164
llama3_8b,CCS,comparisons,answer,15,29,1,0.036565534652169884,0.036565534652169884
llama3_8b,CCS,comparisons,answer,15,29,2,0.04754686460120171,0.036565534652169884
llama3_8b,CCS,comparisons,answer,15,29,4,0.07222591382211546,0.041427642995701
llama3_8b,CCS,comparisons,answer,15,29,8,0.10839784800997983,0.059899690589269326
llama3_8b,CCS,comparisons,answer,15,29,16,0.765185614298096,0.5408731973484259
llama3_8b,CCS,comparisons,answer,15,29,32,0.8213780975919197,0.5408731973484259
llama3_8b,CCS,comparisons,answer,15,29,64,0.8565307954004134,0.5408731973484259
llama3_8b,CCS,comparisons,answer,15,29,128,0.8678211938575686,0.5408731973484259
llama3_8b,CCS,comparisons,period,15,0,1,0.01215657045797521,0.01215657045797521
llama3_8b,CCS,comparisons,period,15,0,2,0.20049784906890397,0.20012897160570553
llama3_8b,CCS,comparisons,period,15,0,4,0.6888165410696437,0.5804091988490729
llama3_8b,CCS,comparisons,period,15,0,8,0.743568901506691,0.5804091988490729
llama3_8b,CCS,comparisons,period,15,0,16,0.7825269320453135,0.5804091988490729
llama3_8b,CCS,comparisons,period,15,0,32,0.8381289990984964,0.5804091988490729
llama3_8b,CCS,comparisons,period,15,0,64,0.877039254564517,0.5804091988490729
llama3_8b,CCS,comparisons,period,15,0,128,0.8899842178327062,0.5804091988490729
llama3_8b,CCS,comparisons,period,15,1,1,0.01234326540863545,0.01234326540863545
llama3_8b,CCS,comparisons,period,15,1,2,0.20372628933451029,0.2033520217874919
llama3_8b,CCS,comparisons,period,15,1,4,0.7005831690975614,0.5913936292272124
llama3_8b,CCS,comparisons,period,15,1,8,0.7558163232307322,0.5913936292272124
llama3_8b,CCS,comparisons,period,15,1,16,0.7943362069095566,0.5913936292272124
llama3_8b,CCS,comparisons,period,15,1,32,0.8487482565177208,0.5913936292272124
llama3_8b,CCS,comparisons,period,15,1,64,0.8869131433200158,0.5913936292272124
llama3_8b,CCS,comparisons,period,15,1,128,0.899160572642788,0.5913936292272124
llama3_8b,CCS,comparisons,period,15,2,1,0.010778560444037301,0.010778560444037301
llama3_8b,CCS,comparisons,period,15,2,2,0.19532832283808463,0.1950307061400672
llama3_8b,CCS,comparisons,period,15,2,4,0.6701473781506444,0.5633534695519218
llama3_8b,CCS,comparisons,period,15,2,8,0.7229236039970555,0.5633534695519218
llama3_8b,CCS,comparisons,period,15,2,16,0.7618065369802093,0.5633534695519218
llama3_8b,CCS,comparisons,period,15,2,32,0.8204705840629216,0.5633534695519218
llama3_8b,CCS,comparisons,period,15,2,64,0.8615988282111008,0.5633534695519218
llama3_8b,CCS,comparisons,period,15,2,128,0.8759738546189658,0.5633534695519218
llama3_8b,CCS,comparisons,period,15,3,1,0.01253817320977254,0.01253817320977254
llama3_8b,CCS,comparisons,period,15,3,2,0.20390665345370435,0.2035208036915411
llama3_8b,CCS,comparisons,period,15,3,4,0.6987866005343775,0.5884026238830686
llama3_8b,CCS,comparisons,period,15,3,8,0.7545991274605193,0.5884026238830686
llama3_8b,CCS,comparisons,period,15,3,16,0.7934276344783632,0.5884026238830686
llama3_8b,CCS,comparisons,period,15,3,32,0.8502510713325625,0.5884026238830686
llama3_8b,CCS,comparisons,period,15,3,64,0.8881902489275404,0.5884026238830686
llama3_8b,CCS,comparisons,period,15,3,128,0.9004498854071329,0.5884026238830686
llama3_8b,CCS,comparisons,period,15,4,1,0.013377917117118327,0.013377917117118327
llama3_8b,CCS,comparisons,period,15,4,2,0.20638724411515552,0.2059532128107166
llama3_8b,CCS,comparisons,period,15,4,4,0.709184086831141,0.5993202133910555
llama3_8b,CCS,comparisons,period,15,4,8,0.764969958717339,0.5993202133910555
llama3_8b,CCS,comparisons,period,15,4,16,0.8027616080923978,0.5993202133910555
llama3_8b,CCS,comparisons,period,15,4,32,0.8542173197369557,0.5993202133910555
llama3_8b,CCS,comparisons,period,15,4,64,0.8900496781072903,0.5993202133910555
llama3_8b,CCS,comparisons,period,15,4,128,0.9029069105669908,0.5993202133910555
llama3_8b,CCS,comparisons,period,15,5,1,0.012079627107923712,0.012079627107923712
llama3_8b,CCS,comparisons,period,15,5,2,0.20227999174506195,0.20191898788701335
llama3_8b,CCS,comparisons,period,15,5,4,0.694337287293127,0.5857394436882261
llama3_8b,CCS,comparisons,period,15,5,8,0.7496208433919915,0.5857394436882261
llama3_8b,CCS,comparisons,period,15,5,16,0.7880852638056064,0.5857394436882261
llama3_8b,CCS,comparisons,period,15,5,32,0.8430213747222951,0.5857394436882261
llama3_8b,CCS,comparisons,period,15,5,64,0.8810045150960045,0.5857394436882261
llama3_8b,CCS,comparisons,period,15,5,128,0.8931984638459181,0.5857394436882261
llama3_8b,CCS,comparisons,period,15,6,1,0.011358016656596859,0.011358016656596859
llama3_8b,CCS,comparisons,period,15,6,2,0.19695618511703497,0.19662841685139057
llama3_8b,CCS,comparisons,period,15,6,4,0.6734541982307772,0.5657064013961993
llama3_8b,CCS,comparisons,period,15,6,8,0.7265497728991109,0.5657064013961993
llama3_8b,CCS,comparisons,period,15,6,16,0.7652387921725868,0.5657064013961993
llama3_8b,CCS,comparisons,period,15,6,32,0.822256271467144,0.5657064013961993
llama3_8b,CCS,comparisons,period,15,6,64,0.8624256168169581,0.5657064013961993
llama3_8b,CCS,comparisons,period,15,6,128,0.8766641467431558,0.5657064013961993
llama3_8b,CCS,comparisons,period,15,7,1,0.011907937045302717,0.011907937045302717
llama3_8b,CCS,comparisons,period,15,7,2,0.20148349340840258,0.2011312982889011
llama3_8b,CCS,comparisons,period,15,7,4,0.6906094585053616,0.5817683077438647
llama3_8b,CCS,comparisons,period,15,7,8,0.7456777722753215,0.5817683077438647
llama3_8b,CCS,comparisons,period,15,7,16,0.7843180916344084,0.5817683077438647
llama3_8b,CCS,comparisons,period,15,7,32,0.8397445644411433,0.5817683077438647
llama3_8b,CCS,comparisons,period,15,7,64,0.879197123344082,0.5817683077438647
llama3_8b,CCS,comparisons,period,15,7,128,0.8915313862527816,0.5817683077438647
llama3_8b,CCS,comparisons,period,15,8,1,0.013216567877904895,0.013216567877904895
llama3_8b,CCS,comparisons,period,15,8,2,0.20563060635859412,0.20520543025205698
llama3_8b,CCS,comparisons,period,15,8,4,0.7076734544743912,0.5980870565776779
llama3_8b,CCS,comparisons,period,15,8,8,0.7636410936983669,0.5980870565776779
llama3_8b,CCS,comparisons,period,15,8,16,0.8017587379360183,0.5980870565776779
llama3_8b,CCS,comparisons,period,15,8,32,0.8528072459292553,0.5980870565776779
llama3_8b,CCS,comparisons,period,15,8,64,0.8882636233691213,0.5980870565776779
llama3_8b,CCS,comparisons,period,15,8,128,0.9016522912164926,0.5980870565776779
llama3_8b,CCS,comparisons,period,15,9,1,0.011304604360921911,0.011304604360921911
llama3_8b,CCS,comparisons,period,15,9,2,0.19617880101620835,0.19585282200775178
llama3_8b,CCS,comparisons,period,15,9,4,0.6749993931459091,0.5680287664971612
llama3_8b,CCS,comparisons,period,15,9,8,0.728530901720745,0.5680287664971612
llama3_8b,CCS,comparisons,period,15,9,16,0.7675323433048273,0.5680287664971612
llama3_8b,CCS,comparisons,period,15,9,32,0.8250546217376585,0.5680287664971612
llama3_8b,CCS,comparisons,period,15,9,64,0.8651342894393571,0.5680287664971612
llama3_8b,CCS,comparisons,period,15,9,128,0.8790995659217737,0.5680287664971612
llama3_8b,CCS,comparisons,period,15,10,1,0.01145665723660011,0.01145665723660011
llama3_8b,CCS,comparisons,period,15,10,2,0.19826027751142838,0.19792898383984003
llama3_8b,CCS,comparisons,period,15,10,4,0.6762342528075104,0.5678928691596747
llama3_8b,CCS,comparisons,period,15,10,8,0.7295843379917589,0.5678928691596747
llama3_8b,CCS,comparisons,period,15,10,16,0.7687029080388802,0.5678928691596747
llama3_8b,CCS,comparisons,period,15,10,32,0.8249235625830417,0.5678928691596747
llama3_8b,CCS,comparisons,period,15,10,64,0.8643201828942255,0.5678928691596747
llama3_8b,CCS,comparisons,period,15,10,128,0.8789790358515472,0.5678928691596747
llama3_8b,CCS,comparisons,period,15,11,1,0.011655539364455453,0.011655539364455453
llama3_8b,CCS,comparisons,period,15,11,2,0.19898231465741054,0.19864065532650751
llama3_8b,CCS,comparisons,period,15,11,4,0.6774560562970451,0.5690641017639153
llama3_8b,CCS,comparisons,period,15,11,8,0.7308160313695345,0.5690641017639153
llama3_8b,CCS,comparisons,period,15,11,16,0.7698695800352465,0.5690641017639153
llama3_8b,CCS,comparisons,period,15,11,32,0.8255804272832431,0.5690641017639153
llama3_8b,CCS,comparisons,period,15,11,64,0.8653637703582389,0.5690641017639153
llama3_8b,CCS,comparisons,period,15,11,128,0.8795155855813177,0.5690641017639153
llama3_8b,CCS,comparisons,period,15,12,1,0.01176552875706436,0.01176552875706436
llama3_8b,CCS,comparisons,period,15,12,2,0.20014039659915064,0.19979427089867216
llama3_8b,CCS,comparisons,period,15,12,4,0.6869105563710641,0.5781748675782405
llama3_8b,CCS,comparisons,period,15,12,8,0.7418299155208505,0.5781748675782405
llama3_8b,CCS,comparisons,period,15,12,16,0.7810271345486988,0.5781748675782405
llama3_8b,CCS,comparisons,period,15,12,32,0.8377543060844312,0.5781748675782405
llama3_8b,CCS,comparisons,period,15,12,64,0.8767388407952105,0.5781748675782405
llama3_8b,CCS,comparisons,period,15,12,128,0.889344579445095,0.5781748675782405
llama3_8b,CCS,comparisons,period,15,13,1,0.01153272290356763,0.01153272290356763
llama3_8b,CCS,comparisons,period,15,13,2,0.198200869332333,0.19786505731564144
llama3_8b,CCS,comparisons,period,15,13,4,0.6812259246018352,0.5741306840978287
llama3_8b,CCS,comparisons,period,15,13,8,0.7351743564955064,0.5741306840978287
llama3_8b,CCS,comparisons,period,15,13,16,0.774320500889429,0.5741306840978287
llama3_8b,CCS,comparisons,period,15,13,32,0.83026797747918,0.5741306840978287
llama3_8b,CCS,comparisons,period,15,13,64,0.869899983265946,0.5741306840978287
llama3_8b,CCS,comparisons,period,15,13,128,0.8835410252388904,0.5741306840978287
llama3_8b,CCS,comparisons,period,15,14,1,0.012354547024822938,0.012354547024822938
llama3_8b,CCS,comparisons,period,15,14,2,0.20378048590827846,0.20340563316886165
llama3_8b,CCS,comparisons,period,15,14,4,0.6975860780831695,0.587345477198712
llama3_8b,CCS,comparisons,period,15,14,8,0.7534824154015412,0.587345477198712
llama3_8b,CCS,comparisons,period,15,14,16,0.7924821730640459,0.587345477198712
llama3_8b,CCS,comparisons,period,15,14,32,0.8483327256691682,0.587345477198712
llama3_8b,CCS,comparisons,period,15,14,64,0.8865012129196553,0.587345477198712
llama3_8b,CCS,comparisons,period,15,14,128,0.8985235388768048,0.587345477198712
llama3_8b,CCS,comparisons,period,15,15,1,0.013050178841288333,0.013050178841288333
llama3_8b,CCS,comparisons,period,15,15,2,0.2071629946988064,0.20675153978819136
llama3_8b,CCS,comparisons,period,15,15,4,0.710452995798607,0.5999638278893343
llama3_8b,CCS,comparisons,period,15,15,8,0.7667805138108902,0.5999638278893343
llama3_8b,CCS,comparisons,period,15,15,16,0.8057049513111457,0.5999638278893343
llama3_8b,CCS,comparisons,period,15,15,32,0.8577603548792648,0.5999638278893343
llama3_8b,CCS,comparisons,period,15,15,64,0.893682268314933,0.5999638278893343
llama3_8b,CCS,comparisons,period,15,15,128,0.9066066392655362,0.5999638278893343
llama3_8b,CCS,comparisons,period,15,16,1,0.013606269704023628,0.013606269704023628
llama3_8b,CCS,comparisons,period,15,16,2,0.20706307526105006,0.2066155525639458
llama3_8b,CCS,comparisons,period,15,16,4,0.7127619075974282,0.6027990950971835
llama3_8b,CCS,comparisons,period,15,16,8,0.7688246716315026,0.6027990950971835
llama3_8b,CCS,comparisons,period,15,16,16,0.8071162364787433,0.6027990950971835
llama3_8b,CCS,comparisons,period,15,16,32,0.8578094356575413,0.6027990950971835
llama3_8b,CCS,comparisons,period,15,16,64,0.8934885943906496,0.6027990950971835
llama3_8b,CCS,comparisons,period,15,16,128,0.906469918756988,0.6027990950971835
llama3_8b,CCS,comparisons,period,15,17,1,0.012791747419492712,0.012791747419492712
llama3_8b,CCS,comparisons,period,15,17,2,0.2049161584965173,0.20451651085163197
llama3_8b,CCS,comparisons,period,15,17,4,0.7057681660386625,0.5966151352327377
llama3_8b,CCS,comparisons,period,15,17,8,0.761216768330491,0.5966151352327377
llama3_8b,CCS,comparisons,period,15,17,16,0.7993696332430749,0.5966151352327377
llama3_8b,CCS,comparisons,period,15,17,32,0.8518541475747384,0.5966151352327377
llama3_8b,CCS,comparisons,period,15,17,64,0.8885438008817963,0.5966151352327377
llama3_8b,CCS,comparisons,period,15,17,128,0.9011445423424939,0.5966151352327377
llama3_8b,CCS,comparisons,period,15,18,1,0.011802716023560355,0.011802716023560355
llama3_8b,CCS,comparisons,period,15,18,2,0.19925629011604035,0.1989064228356511
llama3_8b,CCS,comparisons,period,15,18,4,0.6848090411162762,0.5771856957050064
llama3_8b,CCS,comparisons,period,15,18,8,0.7387711696966099,0.5771856957050064
llama3_8b,CCS,comparisons,period,15,18,16,0.7775132141767641,0.5771856957050064
llama3_8b,CCS,comparisons,period,15,18,32,0.8329395336383619,0.5771856957050064
llama3_8b,CCS,comparisons,period,15,18,64,0.8722877881733212,0.5771856957050064
llama3_8b,CCS,comparisons,period,15,18,128,0.8854033913251933,0.5771856957050064
llama3_8b,CCS,comparisons,period,15,19,1,0.011761446579761836,0.011761446579761836
llama3_8b,CCS,comparisons,period,15,19,2,0.196906698643967,0.19655512291776434
llama3_8b,CCS,comparisons,period,15,19,4,0.6768452697172487,0.569629305696318
