model,method,dataset,position,layer,seed,K,lambda_k,max_overlap
llama3_8b,CCS,imdb,period,15,16,128,0.670666668542519,0.2057584540576378
llama3_8b,CCS,imdb,period,15,17,1,0.014959174497381626,0.014959174497381626
llama3_8b,CCS,imdb,period,15,17,2,0.018641924558886705,0.014959174497381626
llama3_8b,CCS,imdb,period,15,17,4,0.14669270875706783,0.12085196656155446
llama3_8b,CCS,imdb,period,15,17,8,0.2305946358051497,0.12460127274400008
llama3_8b,CCS,imdb,period,15,17,16,0.3846657830870109,0.21214986288842094
llama3_8b,CCS,imdb,period,15,17,32,0.5079882688147962,0.21214986288842094
llama3_8b,CCS,imdb,period,15,17,64,0.5753343337416666,0.21214986288842094
llama3_8b,CCS,imdb,period,15,17,128,0.6807126989003386,0.21214986288842094
llama3_8b,CCS,imdb,period,15,18,1,0.013595545679018035,0.013595545679018035
llama3_8b,CCS,imdb,period,15,18,2,0.01737685457009176,0.013595545679018035
llama3_8b,CCS,imdb,period,15,18,4,0.14001084085065002,0.11575934837882446
llama3_8b,CCS,imdb,period,15,18,8,0.2231682828131309,0.12106963912954886
llama3_8b,CCS,imdb,period,15,18,16,0.37652352911907905,0.20698639858512619
llama3_8b,CCS,imdb,period,15,18,32,0.49413766052566127,0.20698639858512619
llama3_8b,CCS,imdb,period,15,18,64,0.5671687972541979,0.20698639858512619
llama3_8b,CCS,imdb,period,15,18,128,0.6554009030752879,0.20698639858512619
llama3_8b,CCS,imdb,period,15,19,1,0.01413448499183535,0.01413448499183535
llama3_8b,CCS,imdb,period,15,19,2,0.017801339409265978,0.01413448499183535
llama3_8b,CCS,imdb,period,15,19,4,0.14073818206771738,0.11567489583363398
llama3_8b,CCS,imdb,period,15,19,8,0.22378144090207305,0.12052738852321322
llama3_8b,CCS,imdb,period,15,19,16,0.37228421156919217,0.20408067170350072
llama3_8b,CCS,imdb,period,15,19,32,0.4950937175687879,0.20408067170350072
llama3_8b,CCS,imdb,period,15,19,64,0.5644757724542493,0.20408067170350072
llama3_8b,CCS,imdb,period,15,19,128,0.6606314441603907,0.20408067170350072
llama3_8b,CCS,imdb,period,15,20,1,0.012121929026921047,0.012121929026921047
llama3_8b,CCS,imdb,period,15,20,2,0.015011955709144684,0.012121929026921047
llama3_8b,CCS,imdb,period,15,20,4,0.132352474845851,0.10978455913647019
llama3_8b,CCS,imdb,period,15,20,8,0.22149968608144832,0.12744446622377273
llama3_8b,CCS,imdb,period,15,20,16,0.3648154197500904,0.1904523313072853
llama3_8b,CCS,imdb,period,15,20,32,0.5006886029503896,0.1904523313072853
llama3_8b,CCS,imdb,period,15,20,64,0.5773857649615016,0.1904523313072853
llama3_8b,CCS,imdb,period,15,20,128,0.6902714128461538,0.1904523313072853
llama3_8b,CCS,imdb,period,15,21,1,0.014785800464253453,0.014785800464253453
llama3_8b,CCS,imdb,period,15,21,2,0.018780151036345998,0.014785800464253453
llama3_8b,CCS,imdb,period,15,21,4,0.14165749871495883,0.11644532055369143
llama3_8b,CCS,imdb,period,15,21,8,0.22517640847373738,0.1198887017663673
llama3_8b,CCS,imdb,period,15,21,16,0.37559407602372624,0.20677867339671627
llama3_8b,CCS,imdb,period,15,21,32,0.49832306876065857,0.20677867339671627
llama3_8b,CCS,imdb,period,15,21,64,0.5726375291531748,0.20677867339671627
llama3_8b,CCS,imdb,period,15,21,128,0.6682561554249303,0.20677867339671627
llama3_8b,CCS,imdb,period,15,22,1,0.01603472143099774,0.01603472143099774
llama3_8b,CCS,imdb,period,15,22,2,0.01949600178153844,0.01603472143099774
llama3_8b,CCS,imdb,period,15,22,4,0.14348605463883335,0.11682517909418332
llama3_8b,CCS,imdb,period,15,22,8,0.22390332853091105,0.11682517909418332
llama3_8b,CCS,imdb,period,15,22,16,0.37452815332120976,0.2047069577727874
llama3_8b,CCS,imdb,period,15,22,32,0.5003023939059736,0.2047069577727874
llama3_8b,CCS,imdb,period,15,22,64,0.5680060946718348,0.2047069577727874
llama3_8b,CCS,imdb,period,15,22,128,0.6628201496903323,0.2047069577727874
llama3_8b,CCS,imdb,period,15,23,1,0.013912934037386299,0.013912934037386299
llama3_8b,CCS,imdb,period,15,23,2,0.01680533596648362,0.013912934037386299
llama3_8b,CCS,imdb,period,15,23,4,0.13908542823001724,0.11511504269646672
llama3_8b,CCS,imdb,period,15,23,8,0.22110874214879359,0.11881387806124064
llama3_8b,CCS,imdb,period,15,23,16,0.3687840863254284,0.20160375061556232
llama3_8b,CCS,imdb,period,15,23,32,0.4967296753233627,0.20160375061556232
llama3_8b,CCS,imdb,period,15,23,64,0.5671488535945494,0.20160375061556232
llama3_8b,CCS,imdb,period,15,23,128,0.6581679359399718,0.20160375061556232
llama3_8b,CCS,imdb,period,15,24,1,0.014048266173869093,0.014048266173869093
llama3_8b,CCS,imdb,period,15,24,2,0.017726507796359325,0.014048266173869093
llama3_8b,CCS,imdb,period,15,24,4,0.14193866558547572,0.11655610921760921
llama3_8b,CCS,imdb,period,15,24,8,0.2239957209397704,0.11994461555537031
llama3_8b,CCS,imdb,period,15,24,16,0.3729965570380439,0.2048388416557953
llama3_8b,CCS,imdb,period,15,24,32,0.4955627961565773,0.2048388416557953
llama3_8b,CCS,imdb,period,15,24,64,0.5640687532453922,0.2048388416557953
llama3_8b,CCS,imdb,period,15,24,128,0.6602739735378524,0.2048388416557953
llama3_8b,CCS,imdb,period,15,25,1,0.01360224061607043,0.01360224061607043
llama3_8b,CCS,imdb,period,15,25,2,0.01742993689302741,0.01360224061607043
llama3_8b,CCS,imdb,period,15,25,4,0.14514588934435055,0.11863294783028541
llama3_8b,CCS,imdb,period,15,25,8,0.22891096766386002,0.12323975142389774
llama3_8b,CCS,imdb,period,15,25,16,0.37697228532938615,0.20536516906329452
llama3_8b,CCS,imdb,period,15,25,32,0.5197178059814441,0.20536516906329452
llama3_8b,CCS,imdb,period,15,25,64,0.5902393363206917,0.20536516906329452
llama3_8b,CCS,imdb,period,15,25,128,0.6868234415989523,0.20536516906329452
llama3_8b,CCS,imdb,period,15,26,1,0.0143926525590813,0.0143926525590813
llama3_8b,CCS,imdb,period,15,26,2,0.017627923806389226,0.0143926525590813
llama3_8b,CCS,imdb,period,15,26,4,0.14600221227995563,0.11998074709123628
llama3_8b,CCS,imdb,period,15,26,8,0.22592849075255322,0.12043819535331804
llama3_8b,CCS,imdb,period,15,26,16,0.3835786110690309,0.2111055058499564
llama3_8b,CCS,imdb,period,15,26,32,0.5068903875320541,0.2111055058499564
llama3_8b,CCS,imdb,period,15,26,64,0.5768829565120144,0.2111055058499564
llama3_8b,CCS,imdb,period,15,26,128,0.6749517151673842,0.2111055058499564
llama3_8b,CCS,imdb,period,15,27,1,0.015961233598370574,0.015961233598370574
llama3_8b,CCS,imdb,period,15,27,2,0.01940378219015293,0.015961233598370574
llama3_8b,CCS,imdb,period,15,27,4,0.13748160171206109,0.11204311568583894
llama3_8b,CCS,imdb,period,15,27,8,0.21908416390120175,0.11465458903212962
llama3_8b,CCS,imdb,period,15,27,16,0.37004147420590505,0.19728298117653595
llama3_8b,CCS,imdb,period,15,27,32,0.49898408087532475,0.19728298117653595
llama3_8b,CCS,imdb,period,15,27,64,0.5649112854518786,0.19728298117653595
llama3_8b,CCS,imdb,period,15,27,128,0.6603622890437411,0.19728298117653595
llama3_8b,CCS,imdb,period,15,28,1,0.013855683706318742,0.013855683706318742
llama3_8b,CCS,imdb,period,15,28,2,0.017341408902096112,0.013855683706318742
llama3_8b,CCS,imdb,period,15,28,4,0.13886155922897916,0.11536602289060377
llama3_8b,CCS,imdb,period,15,28,8,0.22365087171156214,0.12418323521653281
llama3_8b,CCS,imdb,period,15,28,16,0.3728807743698985,0.20530310859140175
llama3_8b,CCS,imdb,period,15,28,32,0.49683115356708174,0.20530310859140175
llama3_8b,CCS,imdb,period,15,28,64,0.5666119948211558,0.20530310859140175
llama3_8b,CCS,imdb,period,15,28,128,0.6624953303894051,0.20530310859140175
llama3_8b,CCS,imdb,period,15,29,1,0.015183392788324177,0.015183392788324177
llama3_8b,CCS,imdb,period,15,29,2,0.018970896744494068,0.015183392788324177
llama3_8b,CCS,imdb,period,15,29,4,0.1407902530280653,0.11700566257974776
llama3_8b,CCS,imdb,period,15,29,8,0.22411008957456113,0.12095517068354585
llama3_8b,CCS,imdb,period,15,29,16,0.37382136723094117,0.2044286450653655
llama3_8b,CCS,imdb,period,15,29,32,0.4943335821528981,0.2044286450653655
llama3_8b,CCS,imdb,period,15,29,64,0.5709310267793162,0.2044286450653655
llama3_8b,CCS,imdb,period,15,29,128,0.661395476181447,0.2044286450653655
llama3_8b,L_conf,imdb,answer,15,0,1,0.6140370539008908,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,0,2,0.6738014577103635,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,0,4,0.6742386838853677,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,0,8,0.6940589677184349,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,0,16,0.718361898547902,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,0,32,0.740339339338387,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,0,64,0.7607471608318169,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,0,128,0.7796345680838332,0.6140370539008908
llama3_8b,L_conf,imdb,answer,15,1,1,0.5659844769686153,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,1,2,0.5707764903956418,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,1,4,0.5848192643715031,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,1,8,0.6068687242344153,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,1,16,0.6178394822947364,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,1,32,0.6439981055427345,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,1,64,0.6676238542151819,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,1,128,0.7005687614957402,0.5659844769686153
llama3_8b,L_conf,imdb,answer,15,2,1,0.5436268326287139,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,2,2,0.5488437676996294,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,2,4,0.560647394037423,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,2,8,0.5824740759645596,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,2,16,0.5958873999743446,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,2,32,0.6234647321927633,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,2,64,0.6513263566460339,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,2,128,0.6833493663479329,0.5436268326287139
llama3_8b,L_conf,imdb,answer,15,3,1,0.535344997055284,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,3,2,0.5441269032018821,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,3,4,0.5472464498044851,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,3,8,0.5693608882754853,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,3,16,0.5899057414947398,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,3,32,0.6175966628550339,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,3,64,0.642542245904491,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,3,128,0.6747213147462199,0.535344997055284
llama3_8b,L_conf,imdb,answer,15,4,1,0.5502352509638931,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,4,2,0.5545942976040839,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,4,4,0.5684159025761663,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,4,8,0.5896038663845055,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,4,16,0.6003517248016437,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,4,32,0.6287228716938092,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,4,64,0.6549074230298209,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,4,128,0.6883588364734842,0.5502352509638931
llama3_8b,L_conf,imdb,answer,15,5,1,0.5303800017025132,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,5,2,0.5354897001327134,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,5,4,0.5456644976491726,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,5,8,0.5674810146555161,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,5,16,0.5815610440558642,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,5,32,0.6075672425158568,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,5,64,0.6386242513579986,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,5,128,0.6693417272596112,0.5303800017025132
llama3_8b,L_conf,imdb,answer,15,6,1,0.5327244796648243,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,6,2,0.5351456230993487,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,6,4,0.5486189017211,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,6,8,0.5729185310776904,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,6,16,0.582989786952779,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,6,32,0.597430388288552,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,6,64,0.6333631482237443,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,6,128,0.6679564556645272,0.5327244796648243
llama3_8b,L_conf,imdb,answer,15,7,1,0.5595175020398655,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,7,2,0.5672623645906201,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,7,4,0.5733595561114921,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,7,8,0.5970325957333454,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,7,16,0.6097307516353556,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,7,32,0.6303783568227808,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,7,64,0.6552201248287687,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,7,128,0.6906404405925299,0.5595175020398655
llama3_8b,L_conf,imdb,answer,15,8,1,0.5431496987992096,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,8,2,0.543151273452651,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,8,4,0.5636858543486255,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,8,8,0.608939023601899,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,8,16,0.6193220290865484,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,8,32,0.6411597702703882,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,8,64,0.6624089784915892,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,8,128,0.6852036451096442,0.5431496987992096
llama3_8b,L_conf,imdb,answer,15,9,1,0.5291322432149798,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,9,2,0.5347547895967205,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,9,4,0.5408059663573809,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,9,8,0.569049454475754,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,9,16,0.5849215130297938,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,9,32,0.6038396578824274,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,9,64,0.6272085243127469,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,9,128,0.6612972187466869,0.5291322432149798
llama3_8b,L_conf,imdb,answer,15,10,1,0.5612888046743104,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,10,2,0.5614248704562841,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,10,4,0.5852308943709682,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,10,8,0.6259698093205859,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,10,16,0.6388514891978819,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,10,32,0.6618495416195032,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,10,64,0.6787015949409273,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,10,128,0.7034112425182092,0.5612888046743104
llama3_8b,L_conf,imdb,answer,15,11,1,0.5420801697428124,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,11,2,0.5469988646959744,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,11,4,0.557567868789903,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,11,8,0.577707249624622,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,11,16,0.5922353517124945,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,11,32,0.6181321634084487,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,11,64,0.6475737473954786,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,11,128,0.6785509108744344,0.5420801697428124
llama3_8b,L_conf,imdb,answer,15,12,1,0.5665296948734806,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,12,2,0.5739368623421528,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,12,4,0.5811913456636726,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,12,8,0.6017179862560323,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,12,16,0.6152953980033878,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,12,32,0.6347284243559235,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,12,64,0.6608141102073072,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,12,128,0.6949853233343435,0.5665296948734806
llama3_8b,L_conf,imdb,answer,15,13,1,0.5620182067027226,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,13,2,0.5708240750304674,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,13,4,0.5765042459581602,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,13,8,0.5995138227348479,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,13,16,0.6062906091371203,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,13,32,0.6260470389768017,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,13,64,0.6490340864066697,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,13,128,0.6887602199376304,0.5620182067027226
llama3_8b,L_conf,imdb,answer,15,14,1,0.57533182436952,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,14,2,0.5846132091375308,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,14,4,0.5899492981015294,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,14,8,0.6122352928970394,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,14,16,0.6340224942771475,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,14,32,0.6618771872615252,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,14,64,0.6852937167982395,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,14,128,0.7146799401606261,0.57533182436952
llama3_8b,L_conf,imdb,answer,15,15,1,0.5486539035788749,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,15,2,0.5576781167795247,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,15,4,0.5625036521521932,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,15,8,0.5838564497634661,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,15,16,0.6025945228698737,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,15,32,0.6300048615556749,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,15,64,0.65769445384873,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,15,128,0.6903978667000432,0.5486539035788749
llama3_8b,L_conf,imdb,answer,15,16,1,0.59560598972689,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,16,2,0.5958970720569365,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,16,4,0.6244199793141264,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,16,8,0.6740007562377274,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,16,16,0.6873245031871725,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,16,32,0.7072630065901526,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,16,64,0.7217373535499824,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,16,128,0.7460730834808632,0.59560598972689
llama3_8b,L_conf,imdb,answer,15,17,1,0.5527627690966678,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,17,2,0.5615223081091588,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,17,4,0.5661309904157644,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,17,8,0.5888681909622344,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,17,16,0.6080276364030941,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,17,32,0.6349076548518838,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,17,64,0.6612213214907509,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,17,128,0.6917187983369377,0.5527627690966678
llama3_8b,L_conf,imdb,answer,15,18,1,0.5534323511548875,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,18,2,0.5630990800685228,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,18,4,0.5676781490245404,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,18,8,0.5924249983083012,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,18,16,0.6128244082962636,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,18,32,0.6390862358790904,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,18,64,0.6636229784830783,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,18,128,0.6941178242615726,0.5534323511548875
llama3_8b,L_conf,imdb,answer,15,19,1,0.5734710138911239,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,19,2,0.5785917847031882,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,19,4,0.5853862401978868,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,19,8,0.6109093285284267,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,19,16,0.6273503013360686,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,19,32,0.6458315530964512,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,19,64,0.6665666157434931,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,19,128,0.7014263700282972,0.5734710138911239
llama3_8b,L_conf,imdb,answer,15,20,1,0.5536846452699711,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,20,2,0.5629993072724455,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,20,4,0.5675460226469131,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,20,8,0.5904396644443766,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,20,16,0.6095839341206735,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,20,32,0.638374325236736,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,20,64,0.6637367815002814,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,20,128,0.6951859081493847,0.5536846452699711
llama3_8b,L_conf,imdb,answer,15,21,1,0.5414330084261786,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,21,2,0.5463024632190092,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,21,4,0.562418169784168,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,21,8,0.583322473848783,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,21,16,0.594095125598287,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,21,32,0.6229139416097071,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,21,64,0.6512389095157621,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,21,128,0.6857091644582117,0.5414330084261786
llama3_8b,L_conf,imdb,answer,15,22,1,0.519611709353777,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,22,2,0.5253230813181915,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,22,4,0.5319457795182664,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,22,8,0.5579767983056323,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,22,16,0.5730268995850163,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,22,32,0.5925882183092226,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,22,64,0.6172127367083591,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,22,128,0.6514897160217691,0.519611709353777
llama3_8b,L_conf,imdb,answer,15,23,1,0.5199001480521357,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,23,2,0.5250811732195769,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,23,4,0.5355860236911177,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,23,8,0.5562736375346209,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,23,16,0.5697318733638078,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,23,32,0.596257839009839,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,23,64,0.6263469897293928,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,23,128,0.659664098265929,0.5199001480521357
llama3_8b,L_conf,imdb,answer,15,24,1,0.57519913835916,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,24,2,0.5842340738473836,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,24,4,0.5891446674766975,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,24,8,0.6119902961687659,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,24,16,0.6341930418101648,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,24,32,0.6602344317781065,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,24,64,0.6854017644350345,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,24,128,0.7139815839287926,0.57519913835916
llama3_8b,L_conf,imdb,answer,15,25,1,0.5762629373847014,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,25,2,0.5763644634229796,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,25,4,0.6006140410881801,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,25,8,0.6413781938061828,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,25,16,0.6550476166586013,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,25,32,0.678518272636071,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,25,64,0.696062949007536,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,25,128,0.7196650560534202,0.5762629373847014
llama3_8b,L_conf,imdb,answer,15,26,1,0.5487527374714297,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,26,2,0.5539650877253227,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,26,4,0.5646509235529927,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,26,8,0.5850791122216005,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,26,16,0.5989617637093005,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,26,32,0.6253424753023933,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,26,64,0.655545731317544,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,26,128,0.6871659148667943,0.5487527374714297
llama3_8b,L_conf,imdb,answer,15,27,1,0.5245511663543811,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,27,2,0.5299753882019865,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,27,4,0.5410883601732854,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,27,8,0.5621159666285982,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,27,16,0.5753977229138914,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,27,32,0.601545919188379,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,27,64,0.6320772683185838,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,27,128,0.6656143638182938,0.5245511663543811
llama3_8b,L_conf,imdb,answer,15,28,1,0.5919850922602751,0.5919850922602751
llama3_8b,L_conf,imdb,answer,15,28,2,0.6063153080670006,0.5919850922602751
